Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age (product.metafields.custom.age),Brand (product.metafields.custom.brand),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sc55006310,Diamond Earrings,14 Karat Solid Yellow Gold Ins And Out Diamond Hoops<br>Diamond Carat Weight: 1.06CT<br>1 Inch Wide<br>Press Lock Backs,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, For Her, For Mom, Gift, Helios Migrated, Hoop, Round, Stackable, Statement",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,SC55006310,0.0,shopify,0,deny,manual,3700.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55006310.JPG,1,Diamond Earrings,false,Diamond Earrings,,11,Shy Creation,,,,,,,,,,g,,1152.40,active
eg15629y4jws,Colored Stone Earrings,Lusso Collection<br>J Hoop Earring<br>14 Karat Yellow Gold<br>White Sapphire Total Carat Weight: 0.12Ct<br>S2292934 #53,Gabriel & Co,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Hoop, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,"Two-Tone, Yellow Gold",,EG15629Y4JWS,0.0,shopify,0,deny,manual,700.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15629Y4JWS-2.jpg,1,Colored Stone Earrings,false,Colored Stone Earrings,,26,Gabriel & Co.,,,,,,,,,,g,,225.00,active
eg15629y4jws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15629Y4JWS-1.jpg,2,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
eg15629y4jws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15629Y4JWS-3.jpg,3,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
eg15577w45jj,Diamond Earrings,14 Karat Solid White Gold<br>Graduating Ear Climber Drop Earrings<br>Lusso Collection<br>Diamond Total Carat Weight: 0.49<br>S2070499 #50,Gabriel & Co,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, Drop/Dangle, For Her, For Mom, Gift, Helios Migrated, Round, Statement, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,White Gold,,EG15577W45JJ,0.0,shopify,0,deny,manual,3100.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15577W45JJ-2.jpg,1,Diamond Earrings,false,Diamond Earrings,,146,Gabriel & Co.,,,,,,,,,,g,,1136.00,active
eg15577w45jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15577W45JJ-1.jpg,2,Diamond Earrings,,,,,,,,,,,,,,,,,,
eg15577w45jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15577W45JJ-3.jpg,3,Diamond Earrings,,,,,,,,,,,,,,,,,,
eg15550m45jj,Diamond Earrings,14 Karat Solid Yellow &amp; White Gold<br>Diamond Spike Bypass Hoop Earrings<br>Diamond Total Carat Weight: 0.38<br>S2219593 #23,Gabriel & Co,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, For Her, For Mom, Gift, Helios Migrated, Hoop, Round, Statement, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,"Two-Tone, White Gold",,EG15550M45JJ,0.0,shopify,0,deny,manual,3150.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15550M45JJ-2.jpg,1,Diamond Earrings,false,Diamond Earrings,,147,Gabriel & Co.,,,,,,,,,,g,,1090.00,active
eg15550m45jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15550M45JJ-1.jpg,2,Diamond Earrings,,,,,,,,,,,,,,,,,,
eg15550m45jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15550M45JJ-3.jpg,3,Diamond Earrings,,,,,,,,,,,,,,,,,,
sc55028225,Diamond Earrings,14 Karat Solid White Gold Earrings<br>Diamond Curve Stud<br>Diamond Total Carat Weight: 0.14,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,White Gold,,SC55028225,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55028225.JPG,1,Diamond Earrings,false,Diamond Earrings,,161,Shy Creation,,,,,,,,,,g,,275.20,active
sc55010098,Diamond Earrings,14 Karat Solid Yellow Gold Earring<br>Diamond Threader<br>Diamond Total Carat Weight: 0.04CT,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, Drop/Dangle, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,SC55010098,0.0,shopify,0,deny,manual,395.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55010098.JPG,1,Diamond Earrings,false,Diamond Earrings,,161,Shy Creation,,,,,,,,,,g,,139.75,active
sc55010098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55010098_B.JPG,2,Diamond Earrings,,,,,,,,,,,,,,,,,,
sc55007622,Diamond Earrings,14 Karat Solid Yellow Gold Earrings<br>Lightning Bolt Studs<br>Diamond Total Carat Weight: 0.07,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,SC55007622,0.0,shopify,0,deny,manual,550.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55007622.JPG,1,Diamond Earrings,false,Diamond Earrings,,161,Shy Creation,,,,,,,,,,g,,193.50,active
sc22004026v3,Diamond Earrings,Kate Collection<br>14 Karat Solid Yellow Gold<br>Diamond Mini Huggie Earrings<br>Diamond Total Carat Weight: 0.04,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, Everyday, For Her, For Mom, Gift, Helios Migrated, Hoop, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,SC22004026V3,0.0,shopify,0,deny,manual,425.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC22004026V3.JPG,1,Diamond Earrings,false,Diamond Earrings,,173,Shy Creation,,,,,,,,,,g,,148.35,active
sc22004026v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC22004026V3B.JPG,2,Diamond Earrings,,,,,,,,,,,,,,,,,,
sc22004026v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/WEB_ALT_SC55006225_SC55009803_SC22004026V3.JPG,3,Diamond Earrings,,,,,,,,,,,,,,,,,,
sc55001138,Diamond Earrings,Kate Collection<br>14 Karat Solid White Gold<br>Round Diamond Studs<br>Diamond Total Carat Weight: 0.07,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,White Gold,,SC55001138,0.0,shopify,0,deny,manual,495.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55001138.JPG,1,Diamond Earrings,false,Diamond Earrings,,173,Shy Creation,,,,,,,,,,g,,169.85,active
sc55001138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55001138B.JPG,2,Diamond Earrings,,,,,,,,,,,,,,,,,,
sc55001138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55001138C.JPG,3,Diamond Earrings,,,,,,,,,,,,,,,,,,
sc55002266,Diamond Earrings,14 Karat Solid White Gold<br>Heart Shaped Diamond Studs<br>Diamond Total Carat Weight: 0.05,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,White Gold,,SC55002266,0.0,shopify,0,deny,manual,490.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55002266.JPG,1,Diamond Earrings,false,Diamond Earrings,,173,Shy Creation,,,,,,,,,,g,,167.70,active
sc55026177go,Precious Metal (No Stones) Earrings,Kate Collection<br>Diamond Cut Chain Earrings<br>14 Karat Yellow Gold,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 425, Drop/Dangle, Everyday, For Her, For Mom, Gift, Helios Migrated, Hoop, Stackable",true,Material,14 Karat Gold,,Metal Color,Yellow Gold,,,,,SC55026177GO,0.0,shopify,0,deny,manual,790.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55026177GO.JPG,1,Precious Metal (No Stones) Earrings,false,Precious Metal (No Stones) Earrings,,499,Shy Creation,,,,,,,,,,g,,156.95,active
sc55026177go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/WEB_ALT_SC55026177GO.JPG,2,Precious Metal (No Stones) Earrings,,,,,,,,,,,,,,,,,,
sc22009938,Diamond Earrings,14 Karat Yellow Gold Domed Pave Hoops<br>Diamond Carat Weight: 0.95CT<br>Kate Colln Shy Creation,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, For Her, For Mom, Gift, Helios Migrated, Hoop, Round, Statement",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,SC22009938,0.0,shopify,0,deny,manual,3990.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC22009938.JPG,1,Diamond Earrings,false,Diamond Earrings,,509,Shy Creation,,,,,,,,,,g,,1285.70,active
sc22009938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/WEB_ALT_SC22009938_5.JPG,2,Diamond Earrings,,,,,,,,,,,,,,,,,,
sc22009711v2,Diamond Earrings,Diamond Oval Layer Earrings<br>14 Karat Yellow Gold<br>Diamond Total Carat Weight: 0.96,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, For Her, For Mom, Gift, Helios Migrated, Round, Statement, Stud, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,SC22009711V2,0.0,shopify,0,deny,manual,5150.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC22009711V2.JPG,1,Diamond Earrings,false,Diamond Earrings,,509,Shy Creation,,,,,,,,,,g,,1462.00,active
sc22009711v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/WEB_ALT_SC22009711V2.JPG,2,Diamond Earrings,,,,,,,,,,,,,,,,,,
sc55027831,Diamond Earrings,14 Karat White &amp; Yellow Gold Pave Earrings<br>Diamond Carat Weight: 0.61CT<br>Kate Colln Shy Creation,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,"Two-Tone, Yellow Gold",,SC55027831,0.0,shopify,0,deny,manual,2330.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55027831.JPG,1,Diamond Earrings,false,Diamond Earrings,,509,Shy Creation,,,,,,,,,,g,,726.70,active
sc55027831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/WEB_ALT_SC55027831_SC55027721.jpg,2,Diamond Earrings,,,,,,,,,,,,,,,,,,
eg15345m45jj,Diamond Earrings,14 Karat Yellow Gold Radiant Fan Stud Earrings<br>Diamond Carat Weight: 0.22CT<br>S1976336 #238,Gabriel & Co,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, For Her, For Mom, Gift, Helios Migrated, Round, Statement, Stud, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,EG15345M45JJ,0.0,shopify,0,deny,manual,2800.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15345M45JJ-3.jpg,1,Diamond Earrings,false,Diamond Earrings,,509,Gabriel & Co.,,,,,,,,,,g,,807.00,active
eg15345m45jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15345M45JJ-1.jpg,2,Diamond Earrings,,,,,,,,,,,,,,,,,,
eg15345m45jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15345M45JJ-2.jpg,3,Diamond Earrings,,,,,,,,,,,,,,,,,,
eg15345m45jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15345M45JJ-4.jpg,4,Diamond Earrings,,,,,,,,,,,,,,,,,,
eg15320y4jjj,Precious Metal (No Stones) Earrings,<p>14KG RIPPLE HOOP S1925042 #194</p>,Gabriel & Co,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 425, Everyday, For Her, Gift, Helios Migrated, Hoop, Statement",true,Material,14 Karat Gold,,Metal Color,Unknown,,,,,EG15320Y4JJJ,0.0,shopify,0,deny,manual,2700.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15320Y4JJJ-3.jpg,1,Precious Metal (No Stones) Earrings,false,Precious Metal (No Stones) Earrings,,622,Gabriel & Co.,,,,,,,,,,g,,681.00,active
eg15320y4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15320Y4JJJ-1.jpg,2,Precious Metal (No Stones) Earrings,,,,,,,,,,,,,,,,,,
eg15320y4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15320Y4JJJ-4.jpg,3,Precious Metal (No Stones) Earrings,,,,,,,,,,,,,,,,,,
eg15320y4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15320Y4JJJ-2.jpg,4,Precious Metal (No Stones) Earrings,,,,,,,,,,,,,,,,,,
ec1021y4jbt,Colored Stone Earrings,14 Karat Solid Yellow Gold Charm<br>Style: Aquamarine Pear Droplet Earring Charm<br>S1924976 #140,Gabriel & Co,Apparel & Accessories > Jewelry > Earrings,"Earrings, Charms","Anniversary, Birthday, Category 210, Drop/Dangle, For Her, For Mom, Gift, Helios Migrated, Pear, Round, Statement",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Yellow Gold,,EC1021Y4JBT,0.0,shopify,0,deny,manual,345.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EC1021Y4JBT-1.jpg,1,Colored Stone Earrings,false,Colored Stone Earrings,,626,Gabriel & Co.,,,,,,,,,,g,,101.00,active
ec1021y4jbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EC1021Y4JBT-3.jpg,2,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
ec1021y4jbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EC1021Y4JBT-4.jpg,3,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
ec1021y4jbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EC1021Y4JBT-2.jpg,4,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
ec1021y4jbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EC1021Y4JBT-5.jpg,5,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
eg14286y4jjj,Precious Metal (No Stones) Earrings,Heart Studs<br>14 Karat Yellow Gold<br>S1924981 #138,Gabriel & Co,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 425, Everyday, For Her, Gift, Helios Migrated, Stackable, Stud",true,Material,14 Karat Gold,,Metal Color,Yellow Gold,,,,,EG14286Y4JJJ,0.0,shopify,0,deny,manual,550.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG14286Y4JJJ-1.jpg,1,Precious Metal (No Stones) Earrings,false,Precious Metal (No Stones) Earrings,,626,Gabriel & Co.,,,,,,,,,,g,,155.00,active
eg14286y4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG14286Y4JJJ-2.jpg,2,Precious Metal (No Stones) Earrings,,,,,,,,,,,,,,,,,,
eg15226y45jj,Diamond Earrings,14 Karat Solid Yellow Gold Diamond J Studs<br>Diamond Carat Weight: 0.23CT<br>S1925006 #137,Gabriel & Co,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, For Her, For Mom, Gift, Helios Migrated, Round, Statement, Stud/Hoop, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,EG15226Y45JJ,0.0,shopify,0,deny,manual,3350.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15226Y45JJ-1.jpg,1,Diamond Earrings,false,Diamond Earrings,,626,Gabriel & Co.,,,,,,,,,,g,,884.00,active
eg15226y45jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15226Y45JJ-2.jpg,2,Diamond Earrings,,,,,,,,,,,,,,,,,,
eg15226y45jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG15226Y45JJ-3.jpg,3,Diamond Earrings,,,,,,,,,,,,,,,,,,
eg14617y45jj,Diamond Earrings,14Kyg 0.19Ct Eg S1910197 #97<br>Pear Diamond Earrings<br>14 Karat Yellow Gold<br>Diamond Total Carat Weight: 0.19<br>S1910197 #97,Gabriel & Co,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,EG14617Y45JJ,0.0,shopify,0,deny,manual,1075.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG14617Y45JJ-1.jpg,1,Diamond Earrings,false,Diamond Earrings,,628,Gabriel & Co.,,,,,,,,,,g,,323.00,active
eg14617y45jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG14617Y45JJ-2.jpg,2,Diamond Earrings,,,,,,,,,,,,,,,,,,
eg14409y45jj,Diamond Earrings,Diamond Dangle Earrings<br>14 Karat Yellow Gold<br>Diamond Total Carat Weight: 0.04<br>S1910165 #63,Gabriel & Co,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, Drop/Dangle, For Her, For Mom, Gift, Helios Migrated, Round, Statement, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,EG14409Y45JJ,0.0,shopify,0,deny,manual,825.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG14409Y45JJ-1.jpg,1,Diamond Earrings,false,Diamond Earrings,,628,Gabriel & Co.,,,,,,,,,,g,,198.00,active
eg14409y45jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG14409Y45JJ-2.jpg,2,Diamond Earrings,,,,,,,,,,,,,,,,,,
eg14080m45jj,Diamond Earrings,Gaby Collection<br>Diamond Stud Earrings<br>14 Karat Yellow Gold<br>Diamond Total Carat Weight: 0.06<br>S1916069 #61,Gabriel & Co,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,EG14080M45JJ,0.0,shopify,0,deny,manual,575.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG14080M45JJ-1.jpg,1,Diamond Earrings,false,Diamond Earrings,,628,Gabriel & Co.,,,,,,,,,,g,,182.00,active
eg14080m45jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG14080M45JJ-2.jpg,2,Diamond Earrings,,,,,,,,,,,,,,,,,,
eg13945w45jj,Diamond Earrings,14 Karat White Gold Diamond Droplet Earrings<br>Diamond Carat Weight: 0.33CT<br>S1919611 #74,Gabriel & Co,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, Drop/Dangle, For Her, For Mom, Gift, Helios Migrated, Round, Statement, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,White Gold,,EG13945W45JJ,0.0,shopify,0,deny,manual,1725.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG13945W45JJ-1.jpg,1,Diamond Earrings,false,Diamond Earrings,,628,Gabriel & Co.,,,,,,,,,,g,,574.00,active
eg13945w45jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG13945W45JJ-2.jpg,2,Diamond Earrings,,,,,,,,,,,,,,,,,,
eg12966w45jj,Diamond Earrings,14 Karat White Gold Diamond Pave Earrings<br>Diamond Carat Weight: 0.14CT<br>S1919631 #67,Gabriel & Co,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,White Gold,,EG12966W45JJ,0.0,shopify,0,deny,manual,975.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG12966W45JJ-3.jpg,1,Diamond Earrings,false,Diamond Earrings,,628,Gabriel & Co.,,,,,,,,,,g,,305.00,active
eg12966w45jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG12966W45JJ-1.jpg,2,Diamond Earrings,,,,,,,,,,,,,,,,,,
eg12966w45jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG12966W45JJ-2.jpg,3,Diamond Earrings,,,,,,,,,,,,,,,,,,
sc22009166rd,Diamond Earrings,Kate Collection<br>14 Karat Solid Yellow Gold<br>Diamond Mini Huggie Earrings<br>Diamond Total Carat Weight: 0.04,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 150, Everyday, For Her, For Mom, Gift, Helios Migrated, Hoop, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,SC22009166RD,0.0,shopify,0,deny,manual,650.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC22009166RD.JPG,1,Diamond Earrings,false,Diamond Earrings,,943,Shy Creation,,,,,,,,,,g,,146.20,active
